textid citation_id culture_id paragraph
t0094 cite0078 SB05 "The three Kuna ritual traditions, while independent of one another, can also be in conflict. There are ‘medicinal specialists’ who do not attend meetings in the ‘gathering house’ and who publicly affirm their disinterest in its tradition. Their prestige and influence emerge from their own domain. On the other hand, ‘chiefs’ and other political leaders are critical of individuals who do not participate in ‘gatherings’ and sometimes try to force their participation. A concrete example of the competition between the ‘gathering’ and curing traditions is the habit of certain ‘ ikar knowers’ to practice, booming out their texts for all to hear, in a house near the ‘gathering house’ on evenings when men’s talking meetings are held there."
t0094 cite0078 SB05 "Each curing and magical ikar exists in different versions. Ideally all are equally effective. But in practice some ‘ ikar knowers’ have reputations for knowing an ikar better or for knowing more effective versions. When a teacher and students of the same ikar live in the same village, they are ranked, with the teacher being ranked highest. Teachers and students often criticize each other. Students claim that their teacher will not let them finish learning an ikar or that he will not admit that they have learned it. Teachers argue that their students have not completely mastered the ikar. This is no doubt one of [Page 69] the major reasons why it is common practice to learn an ikar from a renowned teacher from a distant village: In this way both teacher and student gain prestige and at the same time avoid subsequent conflict. Also, certain ‘knowers’ learn their ikarkana in dreams from spirits or deceased specialists. While these ‘knowers’ have patients and students, there is antagonism toward them on the part of those ‘knowers’ who have learned in the more ordinary way, with a live, human teacher, especially if they claim to be specialists in the same ikar."
t0094 cite0078 SB05 "Since Kuna ritual roles involve the learning of long and often difficult verbal traditions, it is relatively older men who achieve positions of leadership. Furthermore, certain verbal traditions, especially the most prestigious, are in practice restricted to older men. Younger men must apprentice themselves to older leaders, specialists, and teachers and wait their turn—this causes considerable frustration on the part of the younger men. Because of this social and political situation, coupled with economic pressures, Kuna men are leaving their villages in increasing numbers and staying away longer than in the past. The unfortunate result is that San Blas villages are losing some of their most intelligent young men, who prefer cooking and washing dishes in Panama City to the economic and social frustrations of San Blas."
t0095 cite0078 SB05 "Varying approaches to curing can cause differences of opinion. A particularly good example has to do with snakebite. This is a very sensitive area in that the Kuna are agriculturalists and the jungle mainland is populated by a number of very dangerous snakes. There are curing specialists who believe that in the treatment of snakebites, because evil spirits abound, the entire village must be involved. In extreme cases this might mean the prohibition of work in the jungle and the prohibition of noise in the village, especially at night. Radios are silenced, people are told to walk barefoot, and ‘gatherings’ are either canceled or held in a whisper; no chanting is permitted. Other specialists, however, disagree. They hold that if a curing specialist is adequately trained, if he is truly an expert, he should be able to cure a snakebite victim rapidly without the need to disrupt village life—medicine, ikarkana, and ‘secrets’ should suffice."
t0095 cite0078 SB05 "These differences can lead to conflict, especially when the principal exponents of the different approaches live in the same village."
t0096 cite0078 SB05 "‘Medicinal specialists,’ ‘ ikar knowers,’ and kanturkana learn their professions through years of study with well-known, respected specialists from their own and especially from other, often distant villages. The student lives with the teacher and helps him with various activities, from farming to gathering medicine. As they work together, they talk about various types of medicine, how and where to find them, and what their function is. An important aspect of the acquisition of curing techniques is the learning of the names of the different medicines and the diseases or problems they are used for."
t0096 cite0078 SB05 "The teaching of magical ikarkana involves a focus on memorization of a fixed text, which must be learned completely and exactly. An ‘ ikar knower’ or a kantule knows his text perfectly and can repeat it identically when performing it in the context of its magical function or when teaching it to others. In teaching sessions, the specialist performs a section of the ikar and the student repeats it, the teacher correcting him when he makes a mistake or cannot think of the next line. Ikar learning involves considerable effort—long ikarkana, such as ‘the way of the mass curer’ or ‘the way of the kantule,’ require many years of study. Learning is made particularly difficult by the fact that the verbal text must first be perfectly memorized before the teacher explains the meanings of the words and the symbolism. The students of the ‘mass curer’ and the kantule have official roles in the rituals themselves, including performing ikarkana along with the teacher. In this way, the students gain recognition for [Page 226] their efforts, learn their texts through actual practice, and are socialized into their ritual role."
t0096 cite0078 SB05 "Another way in which an ikar can be learned is in dreams, in which case the teacher is either a representative of the spirit world who knows the ikar or a deceased person who knew the ikar when she or he was alive. The ikar is learned in a series of dreamed sessions. It is especially ‘seers,’ who have supernatural mental ability, who can learn ikarkana in dreams. But others can study this way too. Sometimes, individuals who desire to learn ikarkana in dreams take special medicine. While the medicine might work, it can also produce undesirable effects; in particular, it can result in the person’s unwittingly causing sickness and even death to others. Individuals who have learned ikarkana in dreams are accepted as specialists by the community in varying degrees. Their ability is verified through public performance, and they also acquire students. At the same time, they are open to criticism from specialists who have learned their ikarkana from live teachers through hard, tedious work and some form of payment. Such individuals are prone to voice skepticism about others who claim to have learned by another, less overt, and obviously less verifiable process. ..."
t0096 cite0078 SB05 "As a result of this interplay between official and unofficial knowledge, the actual relationship between knowers and understanders of tradition tends to lie along a continuum rather than be a dichotomy between specialists and nonspecialists, as the official version would have it. This makes it possible for ritual language and tradition to be both secretive and nonsecretive, esoteric and nonesoteric, at the same time. Specialists gain prestige for their knowledge and performance, but nonspecialists are not totally frozen out. Performances can be appreciated by many individuals to varying degrees, and participation in ritual events is encouraged. Kuna ritual leaders constantly profess a desire to transmit their knowledge to individuals eager to learn. They complain that nowadays people are no longer interested. The learning of ritual knowledge is open to everyone—anyone who is willing has the right to study and eventually to become a specialist. 7 As a result, most people have at least a little understanding of ritual matters."
t0097 cite0080 NV09 "Curers and doctors differ most obviously in that doctors are ladinos and curers tend to be Indians (although ladino curers are known). In addition, they deal with illnesses in sufficiently contrastive ways so that two role identifying labels must be maintained. They are both recognized to be able to reduce illness (as a basis for further inference and action) by prescribing medicines that can be purchased in the pharmacy. These may be taken orally, injected, or applied as a salve. The doctor further prescribes and may himself perform some minor surgery, X-ray examinations, and other traditional Western-European [Page 123] strategies for diagnosing and reducing illness. The curer does not engage in surgery, nor does he prescribe any of the more complex testing procedures whose results he does not imagine himself to be able to interpret. Instead, he recommends additional substances he purchased from the pharmacy such as tallow, wines, herbs in aguardientes as well as substances which are sometimes found in domesticated state, and more often found wild in the general vicinity of Aguacatenango. These include some kinds of flowers, bark, leaves, roots, stems, flesh of animals and fishes, animal waste products, eggs and so on. These substances are variously taken orally, applied externally, or inhaled as steam. Unlike doctors, curers practice bleeding and cupping; they also administer some medications in the form of steam while the patient is seated on a platform over a fire. They incorporate adornment of the sick-bed into curing ritual. The ritual may also include prayer. Most important, perhaps, the curers undertake to examine the recent life history of the individual who is ill, in terms of the possibility that the individual has encountered some disease producing entity which can explain, in his particular case, the onset of the disease process. There is no illness for which the curer does not have an explanation together with a set of strategies for dealing with it. At present, at least one curer, when confronted with very serious cases, will refer his patient to a doctor, but this does [Page 124] not yet appear to be a popular alternative. Generally, the doctor is the last of all medical practitioners referred to in exhausting the curing options in Aguacatenango, though individuals who have had a successful relationship with the doctor are more likely to pursue that option sooner. The only other major class of medical practitioners is the talking saint. Talking saints are more or less representational images of saints who, in conjunction with their “owners” can actively consult with human beings about their trials and tribulations in the world. The most powerful of this class, San Miguel of Soyaló, is about an eight hour trip and a 200 peso fee from Aguacatenango. Talking saints share more features with the curers than they do with doctors. They, like the curers, are predestined by God to their role, but they more directly represent God's omniscience. The cure of the talking sai it is more powerful as can be measured by the greater expenditure of funds for such a cure, or as can be measured by his greater ability to divine in the life history of the patient the principal sources of illness."
t0098 cite0081 NU33 "The herb doctors, while really not considered shamans, are noted for their vast knowledge of the curative properties of herbs. Generally, these men cure without music, drinking, or remuneration. They are druggists, comparatively speaking, and furnish medicine to the Indians. However, some attain fame and gain a livelihood through their practice. This was especially true of Jesús, a doctor in Guadalupe pueblo. He was exceptional in having the rank of a full-time practitioner. The more Mexicanized of these doctors may know and use simple store medicines. A maggot-extracting doctor would not use a store medicine even if he knew about it. ..."
t0098 cite0081 NU33 "In a sense, the Tarahumaras do not formally recognize this classification. The name oorúgame applies to all shamans, with the possible exception of herb doctors and chanters, although Lumholtz insists the chanters are classed as shamans. Differences in qualifications, however, are clearly recognized by the Indians themselves. They know that there are doctors who may use peyote and others who may not. They recognize the fact that some shamans can extract maggots, and they honor them accordingly. The chanters are easily distinguished. If one wishes to have the dutubúri sung and danced, the chanter must be invited. The Indian may invite a regular shaman as well for some other part of the fiesta . The chanters are given the name of sawéame, meaning “he who uses the rattle [ sawáka ].” ..."
t0098 cite0081 NU33 "The following short list shows the past and present shamans of Samachique and some of their specialties. [maggot extractor]"
t0099 cite0081 NU33 "The Tarahumaras have not advanced very far in the art of medicine in spite of a great amount and variety of curing. Most of the cures are simple and require no special ability outside of ritual. The herb specialists, however, have some real empirical basis of knowledge. But even in their case the truly beneficial and the superstitious are inextricably entwined. My informant, Jesús, would speak with scorn of the hoax involved in the extraction of maggots but would highly recommend the carrying of a cane of cocolmeca as a cure for rheumatism in the arm. ... Medicinal cures have been maintained for a slightly different reason. Their use involves little of either significance or ritual. One learns them much as he acquires the names for trees and plants. Specialists have also made a practice of preserving this herb knowledge. Relationship terms survive while native personal names have disappeared. Secret names involving a special significance tend to die out."
t0100 cite0207 NU33 "The owerúame is a most necessary ceremonial figure in both the bautizado and gentile communities, and each family has one to which it appeals for its curing needs. The status is basically an achieved status, even though according to Tarahumara theory, the power is born in one. It is evident that considerable training in “medicines” and ritual is necessary. There are many differences in popularity and reputation among the various holders of curing powers. Many people claim to hold such power in one form or another, but only a few enjoy wide reputations and are sought from great distances. Female curers exist, but are rare."
t0100 cite0207 NU33 "In the development of an owerúame’s career and prestige three major stages may be abstracted. The initial stage usually begins in youth for those who feel “called.” Because a major part of curing and divining is done in dreams, a requisite qualification is imagination and a propensity for dreaming. Generally, the owerúame dreams of the person’s soul being in some kind of danger and he rescues it, thereby effecting the cure. A boy who dreams a great deal and is very imaginative likely begins to think of himself as having curative powers and will be encouraged in this. Seledonio of Inápuchi began his career at about age 15 when he received a warning from an angel in a vision. It threatened disaster if the people did not dance and sacrifice a white bull and a white chicken."
t0100 cite0207 NU33 "In addition to a perception of being “called,” the neophyte must learn the details of the various rituals. These are fairly simple, and the youth reporting such visionary experience is often given a subordinate ritual role under the tutelage of an owerúame . He may act as leader and flag bearer of the troop of boys who parade through the young corn in the annual field-curing ceremony, or he may assist in lightning prevention rituals."
t0100 cite0207 NU33 "In the second stage of his career the owerúame begins to perform some rituals alone, and sometimes receives invitations to cure the sick at nearby ranchos . When his supernatural activities become known in the immediate vicinity, his career development [Page 133] then depends upon opportunity, his sense of drama, manipulative skill, and success in those rituals he is called upon to perform. His opportunity comes sooner or later, since not only do the older practitioners eventually die, but often they must make long journeys to distant ranchos, and, therefore, are not available for emergencies in their own territory. On some occasions a small curing ceremony may not require a great owerúame, and this allows the neophyte (or owéame ) a chance to practice his ritual skills."
t0101 cite0084 NU33 "Calistro began recovering almost as soon as the bakánawi specialist finished, but over the summer he relapsed. By mid-August he could not walk without pain, had no appetite, and had lost a lot of weight. His in-laws tried to convince him to enter the Jesuit-run clinic in Creel, about fifty kilometers away, but Calistro was afraid he would die there. He finally agreed to go if the clinic staff could cure an old Rarámuri man from Rejogochi whom they were treating. The old man died in the clinic a few days later."
t0102 cite0084 NU33 "People in Rejogochi also occasionally use commercial drugs they buy from Chabochis. They consider these medicines to be particularly appropriate for curing the personified illnesses known as nawirí (most of which they consider to be minor) because both the nawirí and the medicines come from the Devil. They also recognize the competence of Chabochi doctors, both folk practitioners and licensed M.D.s, in treating minor ailments and injuries. The residents of Rejogochi frequently carry their babies to several local Mestizo women to have the babies’ fontanelles lifted, stating that these women are more adept at this procedure than are their Rarámuri counterparts. 43 They also take advantage of the medical services offered at nearby clinics and hospitals operated by the Jesuit missionaries and the Mexican government (Anzures y Bola[unknown]nos 1978). However, the Rarámuri maintain that Chabochi doctors cannot cure illnesses caused by soul loss or sorcery and thus see no point in calling upon them for those illnesses, except perhaps as a last resort."
t0103 cite0208 MA11 "During labor, neighboring women or a kind of specialist midwife may assist. The placenta is secretly buried. [AL note: This is occurring in the context of a large and magical ceremony.]"
t0104 cite0209 MA11 "There are many amatour practitioners of white magic in the town, darwishes , midwives, and others, some of whom demand fees and others not. The barber, Hajji Mustafa, has one panacea for all ills. He ties a piece of string about the patient's wrist and “prays” over it. The investigator was furnished with some almost classical rationalizations, of illnesses, for example, “if a man is bitten by a mad dog, he will be cured when the dog is killed.”"
t0105 cite0210 ND08 "Prior to the construction of the nursing station in 1972, childbirth took place either at the mother's home or at a hunting camp, with assistance provided by older and more knowledgeable women. Today the vast majority of women prefer to give birth at the nursing station rather than remain in Yellowknife for two to three weeks prior to the birth of the child. Generally, only women pregnant with their first child or those with a history of birth complications are encouraged to fly to Yellowknife where better obstetrical and neonatal care is available."
t0106 cite0211 ND08 "A man named Ulugshaq, an expert trader and notoriously bad character, possessing three wives, had just taken the drum and had stepped into the middle of the gathering, when another man by the name of Arshuk suddenly broke through the chorus and seized Ulugshaq by the shoulder, shouting in his face. [AL note: remaining description involves an accusation of Ulugshaq having an affair with his Arshuk's wife.]"
t0107 cite0212 NG06 "In addition to leadership roles in political affairs, women held other specialized status positions in Ojibway history. Among the medico-religious specialists, medicine women played a prominent role. They not only treated illness in general but served the special medical needs of other women, particularly at childbirth. Medicine women were not just midwives, as most adult women knew how to assist in labor. They were called in when complications arose and were paid for their services as specialists. Medicine women were also consulted by women who wished to induce abortion or prevent a miscarriage. In the latter case, one medicine woman mixed certain herbs with lint and had her patient stand over the smoldering mixture. Knowledge of this cure came “to my sister and me from my mother, and she received it from her grandmother…; Since no one but my sister and I have this knowledge, and we won't live much longer, it will die when we go; it belongs to our family.”"
t0108 cite0213 NG06 "There have always been occasional men and women who were single all their lives. They are simply called bachelors, with no judgments involved. The women, as they lived alone and had to support themselves, necessarily undertook such masculine activities as trapping, canoe-making, even hunting. The skilled ones were generally respected. One of the men, John Wilson's mother's brother, said he did not marry because he did not like women. No sex abnormalities were known of these people; indeed, the Emo people could not understand the description of the berdache."
t0109 cite0213 NG06 "There are four kinds of doctoring obtained in dreams. Two command great prestige: nanan'dawiwiwe'.w[unavailable]n[unavailable]n[unavailable] (doctor man), and the tc[unknown]isak`i (diviner). The two which command lesser prestige are the blood-letters: patc`icka[unknown]owe' or, patc`icka'ige (one who employs a pointed instrument), and the pa'sk ikwe'.ige (one who lets blood). 2"
t0109 cite0213 NG06 "2 The white physician is called “herbal man” because there is a native practitioner of the same title, who, like the white, practises by right of purchased knowledge and makes a great use of herbal etc. prescriptions. The term is mack[unavailable]ki[unknown] w[unavailable]n[unavailable]ni (herbs, or drugs, man), or mack[unavailable]ki[unknown]ige (herbs worker)."
t0110 cite0213 NG06 "The third specialty is mack[unavailable]kiwabo.ke, herb-brewing. This covers all the Ojibwa drug realm not covered by the above two specialties. The drugs brewed are very considerable in number; some are rare, and are imported at great price from other aboriginal localities. They are used to treat nearly every disorder, some of which are nose-bleed (which we have seen to be treated as well by the nanandawi' iwe), sex diseases, diarrhoea, lung bleeding, menstrual disturbances, womb troubles, constipation, etc. In some cases, treatment is realistic, in others the guardian spirit is invoked. The invocation is not necessary, and depends on individual temperament or on a special supernatural experience. But the knowledge of the prescriptions is always purchased, except between close relatives, and between the practitioner and his assistant. (In every realm, assistants acquire property by their services, no other payments being required.) Everyone knows some prescriptions. The more prominent herbalists at Manitou are: (men) the brothers Namepok, Kebegaba u, Kekekobin[unknown]s; their brother's son Dan Hawk; Sandy Horton; Billy M'Ginnis and his father's father, Chief Jack; Jack M'Ginnis 2nd; (women) Mrs. Bunyan, her daughter Mrs. Wilson, Mrs. Chief George and her daughter Mrs. Jack M'Ginnis 2nd, Mrs. Charlie Speaker."
t0111 cite0214 NG06 "Women are the midwives of the Ojibwa. Men are excluded from a childbirth except for a certain brief magical performance which is resorted to in a desperate case. Midwifery is a highly skilled occupation, depending upon an extensive herbal knowledge, detailed knowledge of the female anatomy and physiology, varied massage techniques, and a cool and resourceful intelligence. This profession, too, is not open to all women but only to those who show marked aptitude and interest. Public recognition of a woman's ability is expressed by repeated requests for her services at confinements."
t0112 cite0214 NG06 "In the training of a girl, the lesser avoidance relatives are most important in developing her unconventionality, for they employ her as an assistant in their work. A girl who accompanies her father on a duck or moose hunt must learn all the cautions of the hunt except the actual shooting. Personal inclinations may then tip the scales [Page 137] of sex difference. ... If a man's only child is a daughter, it is almost a certainty that he will teach her the work of a man, at the same time that her mother will teach her the work of a woman. This was the case with Iron Woman, the daughter of a famous shaman. She was noted for her “supernatural” ability at all skilled activities: religious performances, games, hunting. Her father had taught her carefully, and had provoked her to prove her superiority over others. She was so interested she never thought of marrying and maintaining her own lodge; besides “she thought no man was good enough for her.” Her parents did not coax her to marry; they were interested chiefly in making her their companion in all that they knew and did."
t0112 cite0214 NG06 "Iron Woman practised as a shaman and, like a man was the victim of her own profession. (Continued sorcery acts like a boomerang upon the practitioner: after it has been sent out and has accomplished its mission, it returns to the home of its owner, and lying there as idle mischief, it causes the death of near relatives, usually young children). “She never cried in front of people when her children died, but she used to go back in the bush and cry. One time an old woman heard her crying and talking. ‘Oh, manito, what can I do to undo all the bad things I did when I was young, so that my children will be able to live?’ When she came back she gave her father a slap and said, ‘Yes, it is all your fault that I am in misery. You made me use all this medicine, you old devil!’ Her father did not answer her. But later he said, ‘Yes, my daughter, it is true that you will always suffer for that. That is why I always advised you never to marry. I will give you some medicine so that you will never have children again.’ And she said, ‘No, I'm going to have another child soon.’ They did everything in their power so that the child would live. She even went through the Grand Medicine ceremony for her unborn child. When her baby was born, they put it through the [Page 154] ceremony also, but it lived just a short time, and then it too died. Iron Woman had almost died when she was giving birth to the child, and her parents gave her medicine so that she would never have a child again. But she did not know this. After her baby died, she said that she did not want any more medicine (shamanistic ability), and she let go even her sucking doctor practise and her gambling. About three years later, when she did not have another child, she was angry. She knew that her father must have given her medicine to drink, and she gave him a good scolding. But after she let everything (shamanistic) go, she became a coward. She never went anywhere alone in the dark, or even in the daytime. Her husband always had to go with her, for she was so afraid. One night when her husband was out walking and she was alone, a woman came in and started to wrestle with her. She did not know who it was, and she was very frightened. The woman said, ‘You made a darn fool of me, and I'm here to square up with you.’ She could not get hold of this woman for it was the ghost of a woman from whose bones her father had scraped medicine. Of course she did not know it was a ghost. When her husband came in, the ghost disappeared. And she was afraid to stay alone. Some time after that when her husband was out, a man came in and started to wrestle with her as the woman had done. After that she used to faint as soon as they came in.” The deliberate abandonment of her established special lifeways, and the obsessive fears and remorse that preyed upon her resulted in a temporary breakdown during which she sent her husband away and wandered about in the woods waiting for death."
t0113 cite0215 NG06 "Gathering and selling snakeroot illustrates how the Anishinaabeg learned to integrate their traditional seasonal pursuits into the market economy. Herbal specialists among the Anishinaabeg had long recognized the medicinal properties of Seneca snakeroot ( Polygala senega L.), calling it bi'jikiwuck or “cattle medicine.” They made a decoction from it for coughs, colds, convulsions, and in combination with other plants for heart trouble, treated sore throats with an infusion from its leaves, [Page 81] and used it to destroy swallowed water bugs. American pharmacists also came to value snakeroot primarily as an expectorant and cough remedy, creating a market for it. Local merchants, like Sylem Fairbanks, advertised “Market Prices paid for Ginseng, Snake Root and Furs.” Indians obliged, gathering far more than they needed for their own medicinal needs. Wagoosh, a young man who was courting John Rogers's sister, introduced him to snakeroot, telling him that “the prices… are going to be high.” Once Rogers learned the technique of digging roots, there was no stopping him. Soon he and his brother “were bragging over our speed in pulling the snake root” and making it a “contest to see who would get the biggest root for his sack.” Wagoosh also taught Rogers's family how to market snakeroot by escorting his mother to town to exchange it for a “goodly supply of groceries.” After that, he and his family “dug snake root every day, making several trips to town with it—so we always had a good supply of edibles.” Snakeroot had become a significant source of income, and the Anishinaabeg learned how to get the best price for it. Some observers regarded collecting snakeroot and ginseng ( Panax quinquefolius L.) as a demeaning way to make a living. For the Anishinaabeg, however, it provided yet another source of income that was easily integrated into the seasonal round."
t0114 cite0216 NG06 "The origins of the Midewiwin ceremony have long been debated by scholars: some maintain that it was a post-contact development in Ojibwa culture, stimulated by certain features of European belief and organization. Aboriginal people maintain that it is much older than this, however, and recent re-assessment of the post-contact origin argument tends to support the Aboriginal view. 84 Certainly, by the late eighteenth century the ceremony was well established and played an important role in Ojibwa culture. The Midewiwin has been described by its practitioners as a life-giving ceremony: it was performed to cure serious illnesses, and its teachings helped the people to live properly so as to obtain success and health in life and to prepare for the afterlife. The Midewiwin ceremony included the retelling of Ojibwa history and origin stories, which contained lessons on the “right” [Page 24] way to live. Men and women who were initiated into the Midewiwin regarded themselves as relatives even if they came from different clans, families, and areas, and because of this the Midewiwin reinforced social ties among these groups and spread a common body of traditions to people who were usually isolated from each other."
t0115 cite0216 NG06 "These patterns of interaction reveal a relationship between the Ojibwa and the clergy that involved far more than simple manipulation. Communication within this relationship was always obscured by cross-cultural “static.” Each side, quite understandably, interpreted the other from within its own cultural framework, and there was an astounding lack of “fit” between the two cultural systems. The Ojibwa, for instance, likened the missionaries to their own religious specialists — shamans — and expected them to perform the same functions, including curing and the use of spiritual power to lend physical protection to vulnerable humans. They were thus disillusioned by the deaths of children sent to an early missionary school in Red River. The missionary was told that the Natives “think it is of no use to send you their children as you can no more keep them from dying than they can themselves.”"
t0116 cite0217 NG06 "There are only a few recognized “specialists” practicing blood-letting by the cupping method at the present time. The practitioners are usually women (bepe'šwe'jikwe, cutting or scratching woman), and there is no cult or supernatural practices connected with it. The knowledge and technique is taught to an apprentice for a fee, although one male informant claimed he was taught how to do it by a mosquito and horse-fly, through a dream. The patient pays the doctor a fee, usually tobacco and some common article, but one person charges a fee of $5.00 per treatment. The most common ailments treated in this manner are headaches and blood-poisoning, but such things as dizziness, soreness, swelling, and rheumatism are also regarded as curable by this technique."
t0116 cite0217 NG06 "The equipment consists of a sharp instrument for making the incision, and a section of horn to draw off the blood (Fig. 5). In several instances the lancet was obtained by smashing a coldcream jar and selecting a sharp fragment, but a knife or razor may be used, and one practitioner had a triangular steel blade set into a wooden handle. The cupper is made from a three- or four-inch section of the small end of a cow horn which is cleaned out and the tip perforated. To cure a headache, for example, the doctor makes a slanting incision in the temple of the patient so as to strike a vein, puts the large end of the horn over the cut, and sucks on the small end to draw off the blood which is caught in a dish. According to one informant the blood is caught in a dish containing water and emptied outside in an isolated spot “where no-one will step on it or disturb it.” Blood-letting is limited to the head and limbs, and for blood-poisoning the person is bled until “all the dark blood is out and the blood runs red and clear.” A pint seems to be about the maximum removed at any one time. No sterilization of the lancet is reported, but some doctors apply a native salve to the cut after the bleeding has stopped, or a native astringent may be used to stop the bleeding. When a metal lancet is used the point is placed over a vein [Page 194] and lightly snapped with the thumb and finger to make the cut. In some cases two or three treatments over a period of several weeks are necessary before a cure is effected. While blood-letting was not scientifically employed by the Chippewa, it undoubtedly effected cures in some instances. That blood-letting can have a salutary physiological effect is indicated by the fact that modern medical science makes considerable use of it in cases of hypertension and Polycythemia Vera. ..."
t0116 cite0217 NG06 "Another technique for curing the same ailments as by cupping is to strike repeatedly the ailing area of the patient with an instrument set with a series of needles. This method is practiced by individual specialists, mostly women, who work without supernatural assistance. The usual fee is a gift of tobacco often accompanied by such articles as blankets or beadwork. The tattooing instrument in former times was usually the upper or lower jaw of a garfish, of which the long rows of needle-like teeth served quite well. I obtained one such specimen in 1941, but it was the only one on the reservation to my knowledge (Fig. 6). The usual type today is a series of steel needles set into the end of a stick. The instrument is first dipped into a native medicine and the sore spot hammered on, and sometimes a poultice or medicine is applied afterward. Medicine is always used in conjunction with tattooing."
t0117 cite0218 NG06 "Bloodletting, now rarely practiced, was a traditional form of medical treatment among the Lake Winnipeg Saulteaux. It must be regarded as a strictly practical form of medicine; it was not associated with drumming, incantations, or other ritual activities. It involved specialists not necessarily associated with the Grand Medicine Society and there is evidence at Little Black River that the art was transmitted from father to son. A substantial knowledge of the circulatory system was required, and over 200 physiological terms were collected in 1965 (Steinbring 1965a)."
t0118 cite0089 NG06 "The Wabenos appealed to traditional manitos and recalled the aboriginal myths. Their ceremonies used dance and song as means of religious communication, but the rituals themselves were innovations. Visionaries played prominent roles in the founding of the movement and thus continued an essential aspect of the traditional religion, as did their concern for hunting and curing (Jenness 1935: 62–63). Their leaders, however, vied with the older specialists. And when hunting did not increase, the movement vanished, leaving unassociated Wabenos in undefined positions, serving no apparent religious function and falling increasingly under the accusations of witchcraft. As a movement the Wabeno complex lasted no longer than the early twentieth century."
t0119 cite0219 NM09 "Indian surgeons were apparently as successful with fractures and dislocations. However, Lafitau's assertion that they did not perform less well with ruptures and hernias and that broken bones mended in 8 days' times is questionable. The important fact historically is that [Page 513] these early medicine men undertook the same types of cures that are also attributed to their descendants, the present holders of the Little Water Medicine bundles. As specialists the latter profess some feats that were formerly performed quite commonly by hunters, among whom dislocations were more frequent than fractures."
t0119 cite0219 NM09 "If an Indian has dislocated his foot or knee, when hunting alone, he creeps to the next tree, and tying one end of his strap to it, fastens the other to the dislocated limb, and lying on his back, continues to pull it till it is reduced."
t0120 cite0220 NM09 "LAFITAU (IV. 79 ff.) presents an interesting essay on Indian medicine. It seems that there were two classes of practitioners, healing the one by art, and the other by science. The first class treated ailments by physical means, lotions, decoctions, steam-baths, etc. Many of their remedies were surprisingly efficacious, others operated rather by violence than by any special adaptation to the end. The herbs which they used were improved by being gathered at certain times and seasons, etc., and the general method of treating diseases was not unlike that of remote communities anywhere. Their surgery was clumsy, being performed only with flint instruments, and to the surprise of the French they used bleeding only for local congestions, not as the panacea it was in Europe. They could set broken bones, and in the cure of wounds were wonderfully successful. Lafitau describes the treatment, which consisted simply in keeping the wound clean and sheltering it from the air. The effects of this therapy seemed marvellous to Europeans."
t0121 cite0090 NM09 "When a somewhat more complicated disease develops, one has recourse to the known herbal specialists. These specialists--the stereotype depicts an “old woman,” although they may be of either sex-have become known for their general skill or perhaps for success in treating special diseases. One was known to be a specialist for bladder obstruction; another for piles and skin diseases; still others for tuberculosis and appendicitis. In each case the doctor had been known to produce successful cures. ..."
t0121 cite0090 NM09 "Medicine should be dispensed without charge to all those who have need of it and who ask for it. Obviously, this is not a satisfactory arrangement for the herbal specialists, and payment is now expected either in money or goods or by an exchange of herbs, although most of them affect a show of reluctance when payment is offered. When a medicine is given to a patient, the herbalist always includes instructions concerning its use, and in case of severe illness he may even supervise the treatment. ... The medicines used are mainly herbal preparations, sometimes prepared by specialists and sometimes simply prepared privately."
t0121 cite0090 NM09 "The boundary between the natural herbal preparations and the more magical ones is often indistinct. The more sophisticated herbal specialists say that their medicines contain ingredients which have great power and which can be procured only under special circumstances. An example is the remedy for “summer complaint” (intestinal flu) called onrahs?ago[unknown] wa (“large rooster comb”), which is a pine-tree fungus. This medicine “calls one with a clucking noise high from a pine tree,” and in order to be an effective agent it must be shot. Furthermore, it must be shot immediately, else it will “run and hide,” and, therefore, it is very scarce. After being shot, it is detached from the tree, dried, and given as a powder in a cup of water. This medicine seems to “holler” after having been administered, just as when it was found, for when the writer took a dose, all three people who knew about it independently heard it “holler” at night in the tree outside their house, although the tree was not a pine but a maple. Also, it is said to presage a death in the family by “hollering” in its storage container. Knowledge and use of this type of medicinal agent--seminaturalistic, semimagical--usually qualifies its dispenser to be called “a real doctor,” with the implication that the preparations are slightly tinged with the magical, but not as seriously as witch medicines or hunting-charm medicines. Since such medicines are dispensed rather secretly, and since a certain amount of esoteric knowledge is involved in their preparation, it is not difficult to see how suspicion of witchcraft might be attached to the herbalist. It is also not [Page 267] inconceivable that these herbalists do at times allow themselves to become implicated, perhaps unwittingly, in the preparation of witchcraft or counter-witchcraft. A basic maxim for the Iroquois might be: “whoever is close to Indian medicine is close to witchcraft.”"
t0122 cite0090 NM09 "Yet another example [of adopting ""white man's medicine""] is that of one of the most erudite of the practicing herbal specialists, who is always intensely interested in the descriptions and uses of “white medicine,” and in addition to buying and prescribing them outright, has used many of them as ingredients in her “traditional” mixtures. Another herbalist, who at the age of ninety was still the “spring tonic” specialist of the Reserve, was said to include “store” items in her preparation, whose composition she learned from “the old people.” Thus there is evidence that the incorporation of medicines and herbs procured in the neighboring pharmacies has a long history at Six Nations."
